Name	Positive_rating	Played_time..h.	Time_to_finish..h.	Developer	Release_date
Motor Rock	NA	NA	No time registered yet		NA
MUD - FIM Motocross World Championship™	58.2	NA	13	Milestone S.r.l.	15-Mar-2013
Muffin Knight	77.6	NA	2	Angry Mob Games	NA
MultiVersus	87.3	NA	3	Player First Games	19-Jul-2022
MX vs. ATV Reflex	86.7	NA	18	Double Helix Games, Rainbow Studios, THQ Nordic	26-Nov-2010
My Friend Peppa Pig	87.4	NA	1	Petoons Studio	22-Oct-2021
Mysterium	78.9	NA	2	Twin Sails Interactive, Playsoft	12-Jan-2017
Mystic Towers	68.2	NA	No time registered yet	Animation F\/X	05-May-2014
NAIRI: Tower of Shirin	86.7	NA	6	HomeBearStudio	29-Nov-2018
Namariel Legends: Iron Lord Premium Edition	83.7	NA	4	Shaman Games Studio	09-Jul-2014
NASCAR '14	NA	NA	10		NA
NatureFly	50	NA	NA	John's Project	18-Feb-2018
Naval Warfare	53.2	NA	No time registered yet	Game Distillery s.r.o.	25-May-2011
NaziShoot	23.3	NA	No time registered yet	EcoShooter	12-Oct-2017
NBA 2K12	84.2	NA	60	Visual Concepts	NA
NBA 2K13	82.6	NA	68	Visual Concepts	NA
NBA 2K14	73.1	NA	36	Visual Concepts	NA
NBA 2K15	73.4	NA	58	Visual Concepts	NA
NBA 2K16	51.6	NA	18	Visual Concepts	29-Sep-2015
NBA 2K17	53.4	NA	36	Visual Concepts	20-Sep-2016
NBA 2K18	29.1	NA	53	Visual Concepts	NA
NBA 2K19	39.1	NA	42	Visual Concepts	10-Sep-2018
NBA 2K20	50.1	NA	49	Visual Concepts	06-Sep-2019
NBA 2K21	41.6	NA	22	Visual Concepts	04-Sep-2020
NBA 2K22	58.1	NA	93	Visual Concepts	09-Sep-2021
NBA Playgrounds	70.8	NA	6	Saber Interactive	08-May-2017
Necromonads	50	NA	No time registered yet	Gamesare	27-Oct-2015
Need for Speed: Hot Pursuit	82.4	NA	14	Criterion Games	14-Dec-2010
Need for Speed™ Heat	83	NA	13	Ghost Games	04-Jun-2020
Need for Speed™ Hot Pursuit Remastered	80.5	NA	16	Stellar Entertainment Limited	06-Nov-2020
Need for Speed™ Payback	86	NA	19	Ghost Games	18-Jun-2020
Neighbours back From Hell	93.6	NA	5	Farbworks	08-Oct-2020
Neighbours from Hell 2	NA	NA	3		NA
Neverending Nightmares	75.6	NA	2	Infinitap Games	26-Sep-2014
New York Bus Simulator	20.3	NA	No time registered yet	Little Freedom Factory	04-Mar-2016
Nexuiz	57.2	NA	No time registered yet	IllFonic	10-May-2012
Nexuiz Beta	NA	NA	NA		NA
Nexuiz STUPID Mode	NA	NA	NA		NA
Nightmares from the Deep: The Cursed Heart	91.4	NA	3	Artifex Mundi	05-Feb-2014
Night of the Full Moon	88.3	NA	2	Giant Games	25-Jul-2019
NiGHTS into Dreams...	85.7	NA	3	SEGA	17-Dec-2012
Nightwolf: Survive the Megadome	79.7	NA	No time registered yet	CYBERPHO	11-Jun-2019
Nine to Five	46.3	NA	No time registered yet	Redhill Games	16-May-2022
No70: Eye of Basir	58	NA	0	Oldmoustache Gameworks	28-Jun-2017
None	20	NA	NA	None	NA
Nongunz: Doppelganger Edition	70.1	NA	3	Brainwash Gang	07-May-2021
No one lives in heaven	87.7	NA	NA	SuR ENTERTAINMENT	11-Jun-2020
Nostradamus: The Last Prophecy	70.4	NA	6	Microids	24-Apr-2014
Not Dying Today	80.3	NA	3	9TH.ART	13-Jan-2017
Nuts!: The Battle of the Bulge	40	NA	No time registered yet	HexWar Games	12-Feb-2016
Obscure	95.3	NA	6	Hydravision Entertainment	10-Mar-2014
Obscure 2	80.9	NA	7	Hydravision Entertainment	10-Mar-2014
Obulis	81.6	NA	4	IonFX	19-Mar-2009
OCEAN CITY RACING: Redux	35.3	NA	1	OCR Dev Team, Onur Uça	14-Nov-2014
Oddworld: Abe's Exoddus	95	NA	15	Oddworld Inhabitants	28-Aug-2008
Oddworld: Stranger's Wrath HD	87.3	NA	10	Oddworld Inhabitants	20-Dec-2010
Office Space: Idle Profits	59.2	NA	No time registered yet	Ultrabit	18-Oct-2017
Oil Rush	53.6	NA	10	Unigine Corp.	25-Jan-2012
OK K.O.! Let’s Play Heroes	93.5	NA	No time registered yet	Capybara Games	22-Jan-2018
OlliOlli	78.6	NA	4	Roll7, General Arcade	22-Jul-2014
Olympic Games Tokyo 2020 – The Official Video Game™	46.3	NA	5	SEGA	21-Jun-2021
Omikron - The Nomad Soul	67.4	NA	14	Quantic Dream	26-Sep-2013
OMON Simulator	73.2	NA	0	Ukrainian Bears, Hideo Milos	18-Oct-2019
Oneirogen	83.3	NA	NA	Dogū	21-May-2018
Only If	63	NA	2	Creability	25-Jul-2014
On the Rain-Slick Precipice of Darkness, Episode One	88.7	NA	6	Hothead Games	21-May-2008
On the Rain-Slick Precipice of Darkness, Episode Two	83.3	NA	NA	Hothead Games	07-Nov-2008
Operation Caucasus	42.1	NA	1	Dream Games	NA
Operation Flashpoint: Dragon Rising	67.9	NA	12	Codemasters	07-Oct-2009
Operation Flashpoint: Red River	52	NA	12	Codemasters Action Studio	NA
Orborun	76.3	NA	2	Tiny Lab Productions	05-Sep-2014
Orc Attack: Flatulent Rebellion	51.5	NA	No time registered yet	Casual Brothers	15-May-2014
Order of War	72.9	NA	19	Wargaming.net	17-Sep-2009
Out of the Park Baseball 14	NA	NA	No time registered yet	Out of the Park Developments	18-Dec-2013
Out of the Park Baseball 19	85.4	NA	163	Out of the Park Developments	22-Mar-2018
Out of the Park Baseball 20	92.4	NA	75	Out of the Park Developments	22-Mar-2019
Out of the Park Baseball 21	91.7	NA	34	Out of the Park Developments	20-Mar-2020
Out of the Park Baseball 22	85.8	NA	No time registered yet	Out of the Park Developments	26-Mar-2021
Outpost Zero	50.9	NA	41	Symmetric Games	25-Jul-2019
Outward	73.6	NA	34	Nine Dots Studio	17-May-2022
Overlord	93.4	NA	18	Triumph Studios	26-Oct-2007
Overlord: Raising Hell	93.3	NA	8	Triumph Studios	28-Feb-2008
Overlord II	88.7	NA	16	Triumph Studios	23-Jun-2009
Override	78.5	NA	1	The Balance Inc	03-Dec-2018
Pacify	87.4	NA	2	Shawn Hitchcock	22-Feb-2019
Paganitzu	73.5	NA	3	3D Realms (Apogee Software)	05-May-2014
Pahelika: Revelations HD	43.1	NA	NA	Ironcode Gaming	02-Mar-2015
Painkiller: Black Edition	89.4	NA	10	People Can Fly	24-Jan-2007
Painkiller: Recurring Evil	44.4	NA	4	Med-Art	29-Feb-2012
Painkiller: Redemption	47.1	NA	4	Eggtooth Team	25-Feb-2011
Painkiller: Resurrection	27	NA	5	Homegrown Games	27-Oct-2009
Painkiller Overdose	73.4	NA	6	Mindware Studios	30-Oct-2007
Painters Guild	66	NA	3	Lucas Molina	01-Sep-2015
Paladin Duty - Knights and Blades	36.1	NA	0	Sabrina Aridi	28-Jan-2020
Panda Run	63.9	NA	0	Jam	31-Aug-2017
Pandemic: The Board Game	60	NA	1	Asmodee Digital	24-Aug-2018
Pantropy	47	NA	No time registered yet	Brain Stone GmbH	31-Jan-2019
Panzer Dragoon: Remake	80.8	NA	1	MegaPixel Studio S. A.	25-Sep-2020
Paradise Lofts	NA	NA	NA	BaMa Media	17-Sep-2020
Paradise Lost	66	NA	3	PolyAmorous	24-Mar-2021
Paw Patrol: On A Roll	85.3	NA	4	Torus Games	23-Oct-2018
PAW Patrol Mighty Pups  Save Adventure Bay	68.5	NA	3	DRAKHAR STUDIO	06-Nov-2020
Paw Paw Paw	55.2	NA	7	Simpleton	13-Nov-2020
Peaky Blinders: Mastermind	77.5	NA	6	FuturLab	20-Aug-2020
Penumbra: Black Plague	94.2	NA	5	Frictional Games	23-Jan-2009
Penumbra: Overture	90.3	NA	6	Frictional Games	06-Mar-2009
Penumbra: Requiem	51.6	NA	3	Frictional Games	NA
Petz Catz 2	83.5	NA	4	Ubisoft	NA
PGA TOUR 2K21	83.8	NA	22	HB Studios Multimedia Ltd.	20-Aug-2020
Phantasmagoria	86.5	NA	6	Sierra	29-Aug-2016
Phantasmagoria 2	80	NA	6	Sierra	29-Aug-2016
Pharaoh's Tomb	47.1	NA	4	3D Realms (Apogee Software)	05-May-2014
Pickers	83.8	NA	6	MumboJumbo	22-Feb-2012
Pid	83.7	NA	9	Might and Delight	31-Oct-2012
Pinball FX3	88.1	NA	2	Zen Studios	26-Sep-2017
Pixel Car	50	NA	No time registered yet	azimuth team	31-Oct-2017
Pizza Connection	69	NA	31	Assemble Entertainment	05-Apr-2017
Pizza Connection 2	74.7	NA	No time registered yet	Assemble Entertainment	05-Apr-2017
planetarian ~the reverie of a little planet~	97.6	NA	3	VisualArts\/Key	12-Sep-2014
Planetary Annihilation: TITANS	84.7	NA	5	Planetary Annihilation Inc	18-Aug-2015
PLAYERUNKNOWN'S BATTLEBOXES	50	NA	108	YAOYICHEN	NA
Poker Night 2	87.2	NA	5	Telltale Games	26-Apr-2013
Police: Destruction Street	50	NA	No time registered yet	Play Publishing	NA
Police Quest Collection	75.5	NA	0	Sierra	29-Aug-2016
PolyKat	50	NA	No time registered yet	LaruaGames	06-Sep-2017
Poppy Playtime	77.9	NA	1	MOB Games	12-Oct-2021
Popup Dungeon	77	NA	4	Triple.B.Titles	12-Aug-2020
Portal Knights	83.1	NA	22	Keen Games	18-May-2017
Postal 3	38.5	NA	6	Trashmasters	17-Feb-2012
Postmortem: one must die (Extended Cut)	39.3	NA	1	Unbound Creations	03-Dec-2013
Praetorians	80.4	NA	15	Pyro Studios	11-Apr-2014
Prehistorik	47.8	NA	1	Interplay	NA
Pretty Angel	91.8	NA	No time registered yet	GirlGames	13-Dec-2019
Prince of Persia	78.8	NA	11	Ubisoft Montreal	10-Dec-2008
Prince of Persia: The Forgotten Sands	68.5	NA	8	Ubisoft Montreal	10-Jun-2010
Prince of Persia: The Two Thrones	79.3	NA	10	Ubisoft Montreal	27-Aug-2009
Prince of Persia: Warrior Within	85.1	NA	12	Ubisoft	27-Aug-2009
Prince of Qin	86.4	NA	32	Object Software	26-Oct-2021
Prisoner	59.5	NA	No time registered yet	Polovey Alexander	17-Jul-2017
Pro Basketball Manager 2021	49.2	NA	NA	Umix Studios	03-Nov-2020
Pro Cycling Manager 2013	71.7	NA	14	Cyanide	NA
Pro Cycling Manager 2016	65.7	NA	No time registered yet	Cyanide Studio	16-Jun-2016
Pro Cycling Manager 2017	72.5	NA	45	Cyanide Studio	15-Jun-2017
Pro Cycling Manager 2018	75.5	NA	0	Cyanide Studio	28-Jun-2018
Pro Cycling Manager 2019	81	NA	No time registered yet	Cyanide Studio	27-Jun-2019
Pro Cycling Manager 2020	86.7	NA	25	Cyanide Studio	04-Jun-2020
Pro Evolution Soccer 2016	54.6	NA	40	Konami Digital Entertainment	NA
Pro Evolution Soccer 2017	56.2	NA	32	Konami Digital Entertainment	NA
PRO EVOLUTION SOCCER 2018	62.2	NA	60	Konami Digital Entertainment Co., Ltd.	13-Sep-2017
Professional Farmer 2014	46	NA	No time registered yet	PlayWay S.A.	27-Nov-2013
Professor Watts: Memory Match	50.9	NA	No time registered yet	Ripknot Systems	27-Jul-2017
Professor Watts Word Search: Into The Ocean	47	NA	No time registered yet	Ripknot Systems	16-Jul-2017
Prognostic	95	NA	9	Steppe Hare Studio	19-May-2022
Project: Snowblind	75.6	NA	6	Crystal Dynamics	29-Mar-2007
Project Aftermath	55	NA	10	Games Faction	03-Oct-2008
Project CARS - Pagani Edition	64.2	NA	No time registered yet	Slightly Mad Studios	28-Oct-2016
Project Druid - 2D Labyrinth Explorer-	22.5	NA	NA	Cemil Tasdemir	30-Jul-2015
Pro Rugby Manager 2015	20.5	NA	No time registered yet	Cyanide	18-Sep-2014
Proteus	75.1	NA	1	Ed Key and David Kanaga	30-Jan-2013
Protocol	9.1	NA	No time registered yet	Prototype Games	NA
PROTOTYPE 2	75.6	NA	10	Radical Entertainment	NA
Pro Wrestling X	49.6	NA	No time registered yet	Wrestling Gamers United	18-Nov-2014
Psi Project	41.5	NA	No time registered yet	Vyacheslav Shilikhin	10-Nov-2017
Pulut Adventure	62.6	NA	No time registered yet	yayapipi	09-Jul-2015
Pure Farming 2018	72.7	NA	27	Ice Flames	13-Mar-2018
Purrfect Date	60.7	NA	1	Bae Team	15-Dec-2017
Putin VS ISIS	92.9	NA	No time registered yet	Nikita \Ghost_RUS\	02-Apr-2018
Puyo Puyo Champions	80	NA	7	Sonic Team	06-May-2019
Puzzle Agent	88.3	NA	3	Telltale	NA
Puzzle Agent 2	86.5	NA	3	Telltale	30-Jun-2011
Puzzle Bots	75.9	NA	2	Ivy Games	22-Oct-2010
Puzzle Kingdoms	58.1	NA	18	Infinite Interactive	27-Apr-2009
Q.U.B.E.	93.1	NA	3	Toxic Games	16-Dec-2011
Quake 4	87.6	NA	8	RavenSoft, id Software	04-Aug-2011
Quake Champions	73.3	NA	28	id Software	18-Aug-2022
Quake II: Ground Zero	59.7	NA	6	Rogue Entertainment	03-Aug-2007
Quake II: The Reckoning	81.6	NA	5	Xatrix Entertainment	03-Aug-2007
Quake III: Team Arena	80.5	NA	5	id Software	NA
Quake III Arena	95.5	NA	5	id Software	03-Aug-2007
Quake Mission Pack 1: Scourge of Armagon	94.1	NA	3	Ritual Entertainment	03-Aug-2007
Quake Mission Pack 2: Dissolution of Eternity	91.7	NA	4	Rogue Entertainment	03-Aug-2007
Quell	97.8	NA	3	Fallen Tree Games Ltd	14-May-2015
Quell Memento	95.5	NA	4	Fallen Tree Games Ltd	14-May-2015
Quell Reflect	96.4	NA	3	Fallen Tree Games Ltd	14-May-2015
Quest for Glory Collection	94.9	NA	No time registered yet	Sierra	29-Aug-2016
Quiplash	89.4	NA	1	Jackbox Games, Inc.	30-Jun-2015
R.U.S.E	93.5	NA	NA	Eugen Systems	NA
RACE 07 - Formula RaceRoom Add-On	NA	NA	NA		NA
RACE: Caterham Expansion	50	NA	No time registered yet	SimBin	22-Jun-2007
Race: The WTCC Game	72.2	NA	3	SimBin	24-Nov-2006
RACE On	NA	NA	No time registered yet	SimBin	16-Oct-2009
RaceRoom Racing Experience	73.5	NA	14	KW Studios	12-Feb-2013
RAD	75.2	NA	8	Double Fine Productions	19-Aug-2019
RAGE	77.1	NA	11	id Software	03-Oct-2011
Raiden III Digital Edition	73.6	NA	1	Moss Co., Ltd.	23-Sep-2014
Rail Cargo Simulator	12.8	NA	No time registered yet	United Independent Entertainment	07-Jun-2016
Railroad Lines	35	NA	No time registered yet	InImages	NA
Railroad Tycoon 2: Platinum	88.7	NA	64	PopTop	NA
Railroad Tycoon 3	77	NA	27	PopTop	NA
Random Access Murder	23.3	NA	No time registered yet	Team Murder	05-Aug-2016
Raptor: Call of the Shadows (1994 Classic Edition)	89.8	NA	4	Cygnus Studios	05-May-2014
Rapture Rejects	40.2	NA	0	Galvanic Games, Explosm Games	29-Nov-2018
Rayman: Raving Rabbids	83.7	NA	6	Ubisoft Bulgaria, Ubisoft Montpellier	13-Jun-2008
Rayman Origins	94.1	NA	11	UBIart Montpellier	29-Mar-2012
RC Mini Racers	66.2	NA	0	Decane	16-Jul-2015
Realms of Chaos	80.4	NA	3	3D Realms (Apogee Software)	05-May-2014
Reaper - Tale of a Pale Swordsman	68	NA	11	Hexage	07-Feb-2014
Rebel Galaxy	85.1	NA	22	Double Damage Games	20-Oct-2015
Reboant	60.7	NA	NA	DarkLord	22-Nov-2017
Receiver	80	NA	4	Wolfire Games	29-Apr-2013
Red Faction	87.2	NA	6	Volition	05-Aug-2009
Red Faction: Armageddon	72.7	NA	8	Volition	09-Jun-2011
Red Faction II	52.6	NA	4	Volition	06-Aug-2009
Red Rose Rising	25	NA	NA	Niu Studio	05-Jun-2018
Red Solstice 2: Survivors	71.2	NA	22	Ironward	17-Jun-2021
Reflections	52.6	NA	1	Broken Window Studios	26-Jun-2015
Reformers Intl Ver	81.2	NA	No time registered yet	RMking	05-Jun-2018
Regular Human Basketball	81.8	NA	3	Powerhoof	01-Aug-2018
Rekoil	38	NA	No time registered yet	Plastic Piranha	NA
Relativity Wars - A Science Space RTS	39.1	NA	No time registered yet	Fungameco Ltd	10-Apr-2015
Relaxing VR Games: Mahjong	42.9	NA	No time registered yet	CrazyBunch	02-Mar-2017
Remnants Of The Arcane	87.5	NA	No time registered yet	Daniel Erhardt	NA
Renegade Ops	85.4	NA	5	Avalanche Studios	26-Oct-2011
Renoir	50.4	NA	6	Black Wing Foundation	16-Nov-2016
Rescue Love Revenge	48.5	NA	1	Hatchlight, Trepid Studios	27-Oct-2016
Resident Evil 3	79.1	NA	6	CAPCOM Co., Ltd.	02-Apr-2020
RESIDENT EVIL RESISTANCE	39	NA	No time registered yet	CAPCOM Co., Ltd., NeoBards Entertainment Ltd.	NA
Restaurant Empire II	75	NA	No time registered yet	Enlight Software Limited	27-May-2009
Retro Game Crunch	79.5	NA	6	Rusty Moyher, Shaun Inman, Matt Grimm	19-May-2014
rFactor	90.6	NA	No time registered yet	Image Space Incorporated	02-Mar-2015
RFLEX	91.9	NA	0	Wesley LaFerriere	26-Aug-2015
Ricochet	81.9	NA	40	Valve	01-Nov-2000
Rift's Cave	55.8	NA	No time registered yet	Volens Nolens Games	09-Sep-2021
Righty Tighty XL	96	NA	0	Adamvision Studios	14-May-2018
RIP	60.1	NA	1	Elephant Games	01-Jun-2007
RIP 2: Strike Back	60	NA	2	Elephant Games	01-Jun-2007
RIP 3: The Last Hero	60	NA	3	Elephant Games	01-Jun-2007
Riptale	88.9	NA	16	Super God	27-Apr-2017
Rise of the Argonauts	70.8	NA	12	Liquid Entertainment	07-Jan-2009
Rise of the Triad: Dark War	85.2	NA	8	Apogee Software	05-May-2014
Roadclub: League Racing	85.2	NA	7	Solid Core	08-Jan-2019
Road to Ballhalla	87.9	NA	3	Torched Hill	05-Aug-2016
Robot Heroes	82.1	NA	1	Heroes Productions	25-Aug-2017
RollerCoaster Tycoon 2: Triple Thrill Pack	89	NA	24	Chris Sawyer Productions	21-May-2014
RollerCoaster Tycoon 3: Platinum!	91.3	NA	21	Frontier, Aspyr (Mac)	12-Mar-2008
RollerCoaster Tycoon: Deluxe	94.5	NA	15	Chris Sawyer Productions	21-May-2014
RUGBY 18	50.5	NA	No time registered yet	Eko Software	27-Oct-2017
Runaway: A Road Adventure	76	NA	8	Pendulo Studios	14-Mar-2007
Runaway: A Twist of Fate	89.3	NA	7	Pendulo Studios	21-Apr-2011
Runaway: The Dream of the Turtle	55.6	NA	10	Pendulo Studios	14-Mar-2007
Rune Classic	89.3	NA	9	Human Head Studios	13-Jun-2012
Run Zeus Run	89	NA	0	GamerzDan	11-Oct-2017
Russian Roads	71.9	NA	0	Laush Dmitriy Sergeevich	04-Jan-2018
RUSSIAPHOBIA	69.5	NA	0	European Flameworms	25-Dec-2020
Rust - Staging Branch	NA	NA	NA		NA
Rusty Lake Hotel	95.8	NA	2	Rusty Lake	29-Jan-2016
Ruzh Delta Z	61.7	NA	No time registered yet	Pribuni	11-May-2015
S.T.A.L.K.E.R.: Call of Pripyat	95.2	NA	15	GSC Game World	11-Feb-2010
S.T.A.L.K.E.R.: Clear Sky	85.7	NA	13	GSC Game World	15-Sep-2008
Sacred 2 Gold	75.6	NA	25	Studio II	21-Dec-2012
Sacrifice Dungeon	10.5	NA	No time registered yet	XMINutesGames	01-Feb-2018
Saints Row 2	76.9	NA	20	Volition	07-Jan-2009
Salt and Sanctuary	90.1	NA	16	Ska Studios	17-May-2016
Sam & Max 101: Culture Shock	89.4	NA	2	Telltale Games	15-Jun-2007
Sam & Max 102: Situation: Comedy	91.1	NA	2	Telltale Games	15-Jun-2007
Sam & Max 103: The Mole, the Mob and the Meatball	87	NA	2	Telltale Games	15-Jun-2007
Sam & Max 105: Reality 2.0	92.2	NA	2	Telltale Games	15-Jun-2007
Sam & Max 106: Bright Side of the Moon	90.7	NA	2	Telltale Games	15-Jun-2007
Sam & Max 201: Ice Station Santa	88.9	NA	3	Telltale Games	16-May-2008
Sam & Max 202: Moai Better Blues	81.5	NA	2	Telltale Games	16-May-2008
Sam & Max 203: Night of the Raving Dead	89.3	NA	3	Telltale Games	16-May-2008
Sam & Max 204: Chariots of the Dogs	90.4	NA	3	Telltale Games	16-May-2008
Sam & Max 205: What's New Beelzebub?	87.1	NA	3	Telltale Games	16-May-2008
Sam & Max 301: The Penal Zone	90.3	NA	4	Telltale Games	NA
Sam & Max 302: The Tomb of Sammun-Mak	85.2	NA	3	Telltale Games	NA
Sam & Max 303: They Stole Max's Brain!	90.7	NA	3	Telltale Games	NA
Sam & Max 304: Beyond the Alley of the Dolls	90	NA	3	Telltale Games	NA
Sam & Max 305: The City that Dares not Sleep	92.8	NA	3	Telltale Games	NA
Samantha Swift and the Hidden Roses of Athena	57	NA	3	MumboJumbo	31-Oct-2008
Santa Sling	40	NA	No time registered yet	8th Shore, Inc.	20-Dec-2016
Save Jesus	90.4	NA	2	Almighty Games	04-Aug-2016
Scania Truck Driving Simulator	80	NA	13	SCS Software	27-Feb-2014
Scanner Sombre	88.9	NA	2	Introversion Software	26-Apr-2017
Schacht	82.4	NA	No time registered yet	LAB132	27-Feb-2017
Schlocks	87.5	NA	No time registered yet	Fancy Bear Games	18-Apr-2017
Scott Pilgrim vs The World	53.6	NA	4	Engine Software, Ubisoft Montreal, Ubisoft Chengdu, Ubisoft Pune Production	05-Jan-2023
Scratches: Director's Cut	81.7	NA	6	Nucleosys	20-Apr-2011
Sebastien Loeb Rally EVO	54.6	NA	21	Milestone S.r.l.	29-Jan-2016
Secret Agent	84	NA	6	3D Realms (Apogee Software)	05-May-2014
SEGA Bass Fishing	88.2	NA	1	SEGA	04-Mar-2011
Selenophobia	69.8	NA	No time registered yet	漾夕	28-Mar-2018
Serious Sam 2	89.9	NA	10	Croteam	31-Jan-2012
Serious Sam: The Random Encounter	49.4	NA	2	Vlambeer, Croteam	24-Oct-2011
Serious Sam Classic: The First Encounter	96	NA	6	Croteam	30-Aug-2019
Serious Sam Classic: The Second Encounter	96.2	NA	8	Croteam	30-Aug-2019
Serious Sam Classics: Revolution	91.1	NA	12	Croteam, Alligator Pit	30-Aug-2019
Serious Sam Double D XXL	83.4	NA	3	Mommy's Best Games, Croteam	30-Aug-2011
Serious Sam Fusion 2017 (beta)	92.8	NA	24	Croteam	NA
Sex with Stalin	NA	NA	0	Mova Games	26-Oct-2020
Shadow: Treachery cannot be tolerated	30.8	NA	NA	Riad Arifin	05-Mar-2018
Shadow Puppeteer	75	NA	4	Sarepta studio	29-Sep-2014
Shadows: Awakening	75.7	NA	24	Games Farm	31-Aug-2018
Shadows: Price For Our Sins	56.6	NA	4	8th Floor Games	NA
Shadow Warrior (Classic)	67.7	NA	12	3D Realms (Apogee Software)	05-May-2014
Shadow Warrior 2	87.6	NA	8	Flying Wild Hog	13-Oct-2016
Shattered Haven	30.1	NA	12	Arcen Games, LLC	18-Mar-2013
Shing!	76.6	NA	6	Mass Creation	28-Aug-2020
Shoppe Keep	62.2	NA	16	Strange Fire	20-May-2016
Sid Meier's Civilization III: Complete	89.3	NA	23	Firaxis Games	25-Oct-2006
Sid Meier's Railroads!	70.4	NA	16	Firaxis Games, Feral Interactive (Mac)	04-May-2007
Silent Hill: Homecoming	48.4	NA	9	Double Helix Games	NA
Sinister Halloween	86.1	NA	No time registered yet	Celeritas Games	31-Oct-2019
Sins of a Dark Age	66.5	NA	No time registered yet	Ironclad Games	NA
Size Matters	87.3	NA	1	Mazen Games	12-Mar-2021
Skald: Against the Black Priory - the Prologue	NA	NA	No time registered yet		01-Jun-2021
Sketch Tales	67.1	NA	No time registered yet	8D Studio	28-Sep-2015
Ski-World Simulator	17.9	NA	No time registered yet	United Independent Entertainment	18-Nov-2014
Skyscraper Simulator	18.8	NA	No time registered yet	Actalogic	21-Oct-2013
Sleeping Dogs: Definitive Edition	92.6	NA	14	United Front Games, Feral Interactive (Mac)	08-Oct-2014
Slightly Heroes VR	66.7	NA	No time registered yet	Hatrabbit Entertainment	11-Dec-2018
Small Town Terrors: Galdor's Bluff Collector's Edition	88.2	NA	2	Alawar	NA
Small Town Terrors: Livingston	71.4	NA	2	Gunnar Games	18-Jan-2016
Small Town Terrors Pilgrim's Hook Collector's Edition	79.2	NA	3	Gunnar Games	16-Jul-2014
Smoke and Sacrifice	76.9	NA	11	Solar Sail Games Ltd	31-May-2018
Smugglers 5: Invasion	53.3	NA	No time registered yet	Niels Bauer Games	16-Oct-2014
Sniper: Ghost Warrior	57.3	NA	5	City Interactive	24-Jun-2010
Sniper Art of Victory	30	NA	2	CI Games	31-Jan-2014
Sniper Ghost Warrior 2	74.9	NA	5	City Interactive	11-Mar-2013
Soccer Legends	36.8	NA	No time registered yet		05-Aug-2015
Soccer Pinball Thrills	31.6	NA	0	Fancy Bytes, Reactor	26-Jun-2015
Soko Match	72.7	NA	0	Antarsoft	16-Sep-2016
SolForge	65.3	NA	17	Stone Blade Entertainment	25-Jul-2016
Sonic Adventure DX	90.3	NA	9	SEGA	04-Mar-2011
Sonic Adventure™ 2	87.6	NA	9	SEGA	19-Nov-2012
Sonic and SEGA All Stars Racing	85.2	NA	5	Sumo Digital	03-Mar-2010
Sonic CD	89.6	NA	2	Blit Software	19-Jan-2012
SONIC THE HEDGEHOG 4 Episode I	42	NA	3	SEGA	19-Jan-2012
Sorcerer King: Rivals	62.6	NA	No time registered yet	Stardock Entertainment	22-Sep-2016
Soul Harvest	80	NA	21	Nanoleptic Games	31-Oct-2022
South Park™: The Stick of Truth™	97.6	NA	11	Obsidian Entertainment	05-Mar-2014
Space Ace	83.2	NA	1	Digital Leisure Inc.	27-Aug-2013
Space Channel 5: Part 2	89.1	NA	3	SEGA	04-Mar-2011
SpaceForce: Rogue Universe	NA	NA	No time registered yet		NA
Space Hulk Ascension	73.2	NA	21	Full Control Studios	12-Nov-2014
Space Legends: At the Edge of the Universe	42.7	NA	4	Red Hedgehog	24-Nov-2014
Space Rangers	NA	NA	0		NA
Space Trader: Merchant Marine	49.4	NA	7	Meridian4	23-Oct-2008
Spec Ops: The Line	93.1	NA	6	YAGER	28-Jun-2012
Splasher	93.2	NA	5	Splashteam	07-Feb-2017
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated	94.8	NA	9	Purple Lamp	23-Jun-2020
Spore: Creepy & Cute Parts Pack	89.3	NA	2	Maxis™	19-Dec-2008
Spore: Galactic Adventures	88.2	NA	9	EA - Maxis	26-Jun-2009
Sprint Cars: Road to Knoxville	52.5	NA	No time registered yet	BigAnt Studios	29-Jul-2008
Spud!	73.1	NA	4	Charybdis Ltd	03-Mar-2015
Squad - Public Testing	NA	NA	NA		NA
StarBallMadNess	75	NA	No time registered yet	GreenGasGames	31-Jul-2017
STARBO - The Story of Leo Cornell	61.5	NA	NA	Diax Arts	04-Jan-2018
Starfighter General	91.7	NA	No time registered yet	James Sager III, Steve Reynolds	21-Nov-2020
Stargunner	83.7	NA	6	3D Realms	05-May-2014
Starseed Pilgrim	59.9	NA	15	droqen	16-Apr-2013
Star Trek	65.6	NA	8	Digital Extremes	NA
Starvoid	NA	NA	No time registered yet		NA
Star Wars: Battlefront 2 (Classic, 2005)	94.3	NA	8	Pandemic Studios	08-Jul-2009
STAR WARS Jedi: Fallen Order™	89.6	NA	17	Respawn Entertainment	14-Nov-2019
STAR WARS™: Dark Forces	89.3	NA	9	LucasArts	16-Sep-2009
STAR WARS™: The Force Unleashed™ II	61.8	NA	5	Aspyr Studios	01-Dec-2010
STAR WARS™: The Force Unleashed™ Ultimate Sith Edition	73.5	NA	8	LucasArts	15-Dec-2009
STAR WARS™: TIE Fighter Special Edition	82.1	NA	30	Totally Games	28-Apr-2015
STAR WARS™: X-Wing Alliance™	83.7	NA	20	Totally Games	28-Apr-2015
